SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR,COURSE_DESCRIPTION
13790,LASN,BISC-790,1,1,12,Research,C,,Y,TBA,TBA,,0,,"Ehrenreich, Ian",OFFICE,0,Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
13792,LASN,BISC-794A,1,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Dissertation. Graded IP/CR/NC.
,,,,,,,,,,,,,,,,,,
13794,LASN,BISC-794B,1,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Dissertation. Graded IP/CR/NC.
,,,,,,,,,,,,,,,,,,
13796,LASN,BISC-794C,1,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Dissertation. Graded IP/CR/NC.
,,,,,,,,,,,,,,,,,,
13798,LASN,BISC-794D,1,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Dissertation. Graded IP/CR/NC.
,,,,,,,,,,,,,,,,,,
13799,LASN,BISC-794Z,1,0,0,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Dissertation. Graded IP/CR/NC.
,,,,,,,,,,,,,,,,,,
17200,LASN,CHEM-050,1,2,2,General Chemistry Tutorial,C,,Y,16:00,17:20,M,0,,"Qin, Peter, Zhifeng",SGM226,0,Weekly tutorial for selected students in CHEM 105aL.  Strong
,,,,,,,,,,,,,,,,,,emphasis on chemical mathematics and key concepts in general
,,,,,,,,,,,,,,,,,,chemistry.  Topics parallel lectures in CHEM 105aL.  Not available
,,,,,,,,,,,,,,,,,,"for degree credit.  Graded CR/NC.  Discussion, 2 hours."
17205,LASN,CHEM-102,1,4,4,The Molecular World,CD,,Y,12:00,13:50,MW,0,,"Broyer, Rebecca, Megan",THH118,0,"Basic chemistry and its impact on the contemporary world. Topics include: structures and reactions of molecules, stoichiometry, nomenclature, gases, solutions."
17348,LASN,CHEM-205,1,4,4,"Chemical Forensics: The Science, and Its Impact",C,,Y,12:00,12:50,MWF,0,,"Bertolini, Thomas, Michael",SGM123,0,"Scientific principles underlying forensic approaches to the investigation of crimes and its societal impact on law, culture and media. Not available for major credit."
,,,,,,,,,,,,,,,"Moon, Stuart",,,
17364,LASN,CHEM-205,1,0,0,"Chemical Forensics: The Science, and Its Impact",L,,Y,16:00,17:50,W,0,,,SGM307,0,"Scientific principles underlying forensic approaches to the investigation of crimes and its societal impact on law, culture and media. Not available for major credit."
17360,LASN,CHEM-205,1,0,0,"Chemical Forensics: The Science, and Its Impact",L,,Y,14:00,15:50,F,0,,,SGM307,0,"Scientific principles underlying forensic approaches to the investigation of crimes and its societal impact on law, culture and media. Not available for major credit."
17362,LASN,CHEM-205,1,0,0,"Chemical Forensics: The Science, and Its Impact",L,,Y,16:00,17:50,T,0,,,SGM307,0,"Scientific principles underlying forensic approaches to the investigation of crimes and its societal impact on law, culture and media. Not available for major credit."
17366,LASN,CHEM-205,1,0,0,"Chemical Forensics: The Science, and Its Impact",L,,Y,16:00,17:50,H,0,,,SGM307,0,"Scientific principles underlying forensic approaches to the investigation of crimes and its societal impact on law, culture and media. Not available for major credit."
17354,LASN,CHEM-205,1,0,0,"Chemical Forensics: The Science, and Its Impact",L,,Y,14:00,15:50,T,0,,,SGM307,0,"Scientific principles underlying forensic approaches to the investigation of crimes and its societal impact on law, culture and media. Not available for major credit."
17350,LASN,CHEM-205,1,0,0,"Chemical Forensics: The Science, and Its Impact",L,,Y,12:00,13:50,T,0,,,SGM307,0,"Scientific principles underlying forensic approaches to the investigation of crimes and its societal impact on law, culture and media. Not available for major credit."
17356,LASN,CHEM-205,1,0,0,"Chemical Forensics: The Science, and Its Impact",L,,Y,14:00,15:50,W,0,,,SGM307,0,"Scientific principles underlying forensic approaches to the investigation of crimes and its societal impact on law, culture and media. Not available for major credit."
17352,LASN,CHEM-205,1,0,0,"Chemical Forensics: The Science, and Its Impact",L,,Y,12:00,13:50,H,0,,,SGM307,0,"Scientific principles underlying forensic approaches to the investigation of crimes and its societal impact on law, culture and media. Not available for major credit."
17358,LASN,CHEM-205,1,0,0,"Chemical Forensics: The Science, and Its Impact",L,,Y,14:00,15:50,H,0,,,SGM307,0,"Scientific principles underlying forensic approaches to the investigation of crimes and its societal impact on law, culture and media. Not available for major credit."
17368,LASN,CHEM-290A,1,1,1,Special Laboratory,CL,,Y,TBA,TBA,,0,,,,0,"Laboratory component for CHEM 105a, 105b, 322a, or 322b for students with equivalent lecture credit from another institution. Prereq: Consent of department head."
,,,,,,,,,,,,,,,,,,
17370,LASN,CHEM-290B,1,1,1,Special Laboratory,CL,,Y,TBA,TBA,,0,,,,0,"Laboratory component for CHEM 105a, 105b, 322a, or 322b for"
,,,,,,,,,,,,,,,,,,students with equivalent lecture credit from another institution.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
17372,LASN,CHEM-290C,1,1,1,Special Laboratory,CL,,Y,TBA,TBA,,0,,,,0,"Laboratory component for CHEM 105a, 105b, 322a, or 322b for"
,,,,,,,,,,,,,,,,,,students with equivalent lecture credit from another institution.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
17374,LASN,CHEM-290D,1,1,1,Special Laboratory,CL,,Y,TBA,TBA,,0,,,,0,"Laboratory component for CHEM 105a, 105b, 322a, or 322b for"
,,,,,,,,,,,,,,,,,,students with equivalent lecture credit from another institution.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
17516,LASN,CHEM-423,1,4,4,Advanced Laboratory Techniques in Organic and,C,,Y,14:00,15:20,H,0,,"Prakash, Surya, G",WPHB28,0,"Advanced synthetic, analytical, and physical measurement"
,,,,,,,,,,,,,,,,,,techniques in organic and inorganic chemistry. Emphasis on
,,,,,,,,,,,,,,,,,,laboratory work with discussion of theoretical background.
,,,,,,,,,,,,,,,,,,"Lecture, 2 hours; discussion, 1 hour; laboratory, 8 hours."
,,,,,,Inorganic Chemistry,,,,,,,,,,,,
17518,LASN,CHEM-423,1,0,0,Advanced Laboratory Techniques in Organic and,D,,Y,TBA,TBA,,0,,,,0,"Advanced synthetic, analytical, and physical measurement"
,,,,,,,,,,,,,,,,,,techniques in organic and inorganic chemistry. Emphasis on
,,,,,,,,,,,,,,,,,,laboratory work with discussion of theoretical background.
,,,,,,,,,,,,,,,,,,"Lecture, 2 hours; discussion, 1 hour; laboratory, 8 hours."
,,,,,,Inorganic Chemistry,,,,,,,,,,,,
17520,LASN,CHEM-423,1,0,0,Advanced Laboratory Techniques in Organic and,L,,Y,15:30,19:20,H,0,,,SGM209,0,"Advanced synthetic, analytical, and physical measurement"
,,,,,,,,,,,,,,,,,,techniques in organic and inorganic chemistry. Emphasis on
,,,,,,,,,,,,,,,,,,laboratory work with discussion of theoretical background.
,,,,,,,,,,,,,,,,,,"Lecture, 2 hours; discussion, 1 hour; laboratory, 8 hours."
,,,,,,Inorganic Chemistry,,,,15:00,18:50,F,,,,SGM209,,
17527,LASN,CHEM-432,1,4,4,Physical Chemistry for the Life Sciences,C,,Y,10:00,10:50,MWF,0,,"White, Kate",KAP158,0,"Principles of physical chemistry relevant for the life sciences: thermodynamics, chemical equilibria, molecular dynamics, kinetics, molecular structures and interactions, spectroscopy, statistical thermodynamics and macromolecular structures. Duplicates credit in CHEM 430a."
17529,LASN,CHEM-432,1,0,0,Physical Chemistry for the Life Sciences,D,,Y,13:00,13:50,F,0,,,GFS207,0,"Principles of physical chemistry relevant for the life sciences: thermodynamics, chemical equilibria, molecular dynamics, kinetics, molecular structures and interactions, spectroscopy, statistical thermodynamics and macromolecular structures. Duplicates credit in CHEM 430a."
17513,LASN,CHEM-455,1,4,4,Chemical Nanotechnology,C,,Y,11:00,11:50,MWF,0,,"Brutchey, Richard, Leo",GFS213,0,"Studies in the fundamental principles governing nanoscale materials. Structure and chemical bonding, preparative methods, and electrical, optical and magnetic properties of nanoscale materials and applications."
17514,LASN,CHEM-455,1,0,0,Chemical Nanotechnology,D,,Y,TBA,TBA,,0,,,,0,"Studies in the fundamental principles governing nanoscale materials. Structure and chemical bonding, preparative methods, and electrical, optical and magnetic properties of nanoscale materials and applications."
17540,LASN,CHEM-494,1,4,4,Advanced Research Experience,C,,Y,TBA,TBA,,0,,,OFFICE,0,"Directed undergraduate research supervised by faculty, with advanced capstone research experience. Not available for graduate credit."
17538,LASN,CHEM-494,1,2,2,Advanced Research Experience,C,,Y,TBA,TBA,,0,,,OFFICE,0,"Directed undergraduate research supervised by faculty, with advanced capstone research experience. Not available for graduate credit."
17548,LASN,CHEM-527,1,4,4,Synthetic Organic Chemistry,C,,Y,11:00,12:20,TH,0,,"Zhang, Chao",KAP140,0,"A survey of representative groups of widely used synthetic organic reactions; emphasis on scope, limitations, and stereochemical consequences."
17550,LASN,CHEM-535,1,4,4,Introduction to Molecular Spectroscopy,C,,Y,11:00,11:50,MWF,0,,"Benderskii, Alexander, V",SSC604,0,Theoretical and experimental methods of molecular spectroscopy and
,,,,,,,,,,,,,,,,,,"applications to chemistry.  Rotational, vibrational, electronic,"
,,,,,,,,,,,,,,,,,,electron and nuclear magnetic resonance spectroscopies.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
17558,LASN,CHEM-565,1,2,2,Advanced Practical Nuclear Magnetic Resonance Spectroscopy,CL,,Y,10:00,12:50,F,0,,"Williams, Travis, Jesse",GFS223,0,Application of multidimensional and time resolved NMR spectroscopy to problems in structure determination and thermochemistry. Recommended preparation: CHEM-625.
17560,LASN,CHEM-575,1,2,2,Modern Trends in Physical Chemistry,C,,Y,12:00,12:50,M,0,,"Takahashi, Susumu",OFFICE,0,Emerging research areas in physical and theoretical chemistry
,,,,,,,,,,,,,,,,,,through a thorough discussion of seminal research articles and
,,,,,,,,,,,,,,,,,,presentations of current research topics.  Recommended
,,,,,,,,,,,,,,,,,,preparation: some research experience and familiarity with
,,,,,,,,,,,,,,,,,,literature search.
,,,,,,,,,,17:00,17:50,M,,,,SSC604,,
17562,LASN,CHEM-577A,1,2,2,Medicinal Chemistry and Drug Design,C,,Y,11:00,12:20,MW,0,,"Mc Kenna, Charles",KAP141,0,a) Introduction to fundamentals of medicinal chemistry with
,,,,,,,,,,,,,,,,,,special attention to the drug discovery process. Recommended
,,,,,,,,,,,,,,,,,,Preparation  PSCI 664 and CHEM 519.
17563,LASN,CHEM-577B,1,2,2,Medicinal Chemistry and Drug Design,C,,Y,TBA,TBA,,0,,"Mc Kenna, Charles",,0,"b) Concepts, methods and examples of current approaches to drug"
,,,,,,,,,,,,,,,,,,design including computer-based molecular modeling techniques.
,,,,,,,,,,,,,,,,,,Recommended Preparation: PSCI 664.
17564,LASN,CHEM-590,1,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
17566,LASN,CHEM-594A,1,2,2,Master's Thesis,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Thesis. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
17568,LASN,CHEM-594B,1,2,2,Master's Thesis,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Thesis. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
17570,LASN,CHEM-594Z,1,0,0,Master's Thesis,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Thesis. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
17582,LASN,CHEM-625,1,4,4,Chemical Applications of Magnetic Resonance,C,,Y,9:30,10:50,TH,0,,"Prakash, Surya, G",OFFICE,0,"Elementary theory of magnetic resonance spectroscopy, methods of"
,,,,,,,,,,,,,,,,,,"spectral analysis, treatment of Fourier transform methods and time"
,,,,,,,,,,,,,,,,,,dependent phenomena; recent applications in organic chemistry.
,,,,,,,,,,,,,,,,,,
,,,,,,Spectroscopy,,,,,,,,,,,,
17584,LASN,CHEM-626,1,2,2,Natural Products Chemistry,C,,Y,9:00,9:50,WF,0,,"Williams, Travis, Jesse",KAP134,0,"Survey of the chemistry and biogenesis of the major classes of secondary metabolites along biogenetic lines: terpenes, acteogenins and alkaloids."
,,,,,,,,,,,,,,,,,,
17593,LASN,CHEM-790,1,1,12,Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
17594,LASN,CHEM-794A,1,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Dissertation. Graded IP/CR/NC.
,,,,,,,,,,,,,,,,,,
17595,LASN,CHEM-794B,1,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Dissertation. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
17596,LASN,CHEM-794C,1,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Dissertation. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
17597,LASN,CHEM-794D,1,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Dissertation. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
17598,LASN,CHEM-794Z,1,0,0,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of Dissertation. Graded CR/NC.
,,,,,,,,,,,,,,,,,,
33005,LASN,ENST-150,1,4,4,Environmental Issues in Society,C,A,Y,12:30,13:50,TH,0,,"Fraga, Sean",SLH100,0,"Exploration of the major social, political, economic, religious, and philosophical disagreements that exist between scholars, leaders, and citizens concerning today's most serious environmental issues and problems. Not available for credit to environmental studies majors and minors."
33006,LASN,ENST-150,1,4,4,Environmental Issues in Society,C,B,Y,12:30,13:50,MW,0,,"Becker, Douglas, John",WPHB27,0,"Exploration of the major social, political, economic, religious, and philosophical disagreements that exist between scholars, leaders, and citizens concerning today's most serious environmental issues and problems. Not available for credit to environmental studies majors and minors."
33011,LASN,ENST-150,1,0,0,Environmental Issues in Society,D,B,Y,16:00,16:50,W,0,,,DMC160,0,"Exploration of the major social, political, economic, religious, and philosophical disagreements that exist between scholars, leaders, and citizens concerning today's most serious environmental issues and problems. Not available for credit to environmental studies majors and minors."
33009,LASN,ENST-150,1,0,0,Environmental Issues in Society,D,A,Y,16:00,16:50,T,0,,,THH115,0,"Exploration of the major social, political, economic, religious, and philosophical disagreements that exist between scholars, leaders, and citizens concerning today's most serious environmental issues and problems. Not available for credit to environmental studies majors and minors."
33010,LASN,ENST-150,1,0,0,Environmental Issues in Society,D,A,Y,17:00,17:50,T,0,,,THH115,0,"Exploration of the major social, political, economic, religious, and philosophical disagreements that exist between scholars, leaders, and citizens concerning today's most serious environmental issues and problems. Not available for credit to environmental studies majors and minors."
33014,LASN,ENST-150,1,0,0,Environmental Issues in Society,D,B,Y,17:00,17:50,H,0,,,THH105,0,"Exploration of the major social, political, economic, religious, and philosophical disagreements that exist between scholars, leaders, and citizens concerning today's most serious environmental issues and problems. Not available for credit to environmental studies majors and minors."
33012,LASN,ENST-150,1,0,0,Environmental Issues in Society,D,B,Y,17:00,17:50,W,0,,,THH113,0,"Exploration of the major social, political, economic, religious, and philosophical disagreements that exist between scholars, leaders, and citizens concerning today's most serious environmental issues and problems. Not available for credit to environmental studies majors and minors."
33013,LASN,ENST-150,1,0,0,Environmental Issues in Society,D,B,Y,16:00,16:50,H,0,,,THH213,0,"Exploration of the major social, political, economic, religious, and philosophical disagreements that exist between scholars, leaders, and citizens concerning today's most serious environmental issues and problems. Not available for credit to environmental studies majors and minors."
33008,LASN,ENST-150,1,0,0,Environmental Issues in Society,D,A,Y,17:00,17:50,M,0,,,DMC255,0,"Exploration of the major social, political, economic, religious, and philosophical disagreements that exist between scholars, leaders, and citizens concerning today's most serious environmental issues and problems. Not available for credit to environmental studies majors and minors."
33007,LASN,ENST-150,1,0,0,Environmental Issues in Society,D,A,Y,16:00,16:50,M,0,,,WPH101,0,"Exploration of the major social, political, economic, religious, and philosophical disagreements that exist between scholars, leaders, and citizens concerning today's most serious environmental issues and problems. Not available for credit to environmental studies majors and minors."
33023,LASN,ENST-320B,1,4,4,Water and Soil Sustainability: Energy and Air Sustainability,C,,Y,9:30,10:50,TH,0,,"Sanchez, Rodrigo, Andres",DMC260,0,"Overview of issues related to water and soil sustainability including science, policy and business aspects. Recommended Preparation ENST-100."
33022,LASN,ENST-320B,1,4,4,Water and Soil Sustainability: Energy and Air Sustainability,C,,Y,14:00,15:20,TH,0,,"Petryshyn, Victoria, A.",,0,"Overview of issues related to water and soil sustainability including science, policy and business aspects. Recommended Preparation ENST-100."
24800,LASN,GEOL-105,1,4,4,Planet Earth,C,,Y,14:00,15:20,TH,0,,"Houston, Heidi, Beth",WPHB27,0,"Geologic structure and evolution of planet earth. Principles ofplate tectonics, rocks and minerals, processes of mountainbuilding, continent and ocean formation, earthquakes, volcanism,development of landforms by running water and glaciers. Lecture, 3hours; laboratory, 2 hours. One all-day or two-da"
,,,,,,,,,,,,,,,,,,y field triprequired.
24807,LASN,GEOL-105,1,0,0,Planet Earth,L,,Y,10:00,11:50,W,0,,,ZHSB54,0,"Geologic structure and evolution of planet earth. Principles ofplate tectonics, rocks and minerals, processes of mountainbuilding, continent and ocean formation, earthquakes, volcanism,development of landforms by running water and glaciers. Lecture, 3hours; laboratory, 2 hours. One all-day or two-da"
,,,,,,,,,,,,,,,,,,y field triprequired.
24808,LASN,GEOL-105,1,0,0,Planet Earth,L,,Y,10:00,11:50,F,0,,,ZHSB54,0,"Geologic structure and evolution of planet earth. Principles ofplate tectonics, rocks and minerals, processes of mountainbuilding, continent and ocean formation, earthquakes, volcanism,development of landforms by running water and glaciers. Lecture, 3hours; laboratory, 2 hours. One all-day or two-da"
,,,,,,,,,,,,,,,,,,y field triprequired.
24809,LASN,GEOL-105,1,0,0,Planet Earth,L,,Y,12:00,13:50,W,0,,,ZHSB54,0,"Geologic structure and evolution of planet earth. Principles ofplate tectonics, rocks and minerals, processes of mountainbuilding, continent and ocean formation, earthquakes, volcanism,development of landforms by running water and glaciers. Lecture, 3hours; laboratory, 2 hours. One all-day or two-da"
,,,,,,,,,,,,,,,,,,y field triprequired.
24810,LASN,GEOL-105,1,0,0,Planet Earth,L,,Y,12:00,13:50,F,0,,,ZHSB54,0,"Geologic structure and evolution of planet earth. Principles ofplate tectonics, rocks and minerals, processes of mountainbuilding, continent and ocean formation, earthquakes, volcanism,development of landforms by running water and glaciers. Lecture, 3hours; laboratory, 2 hours. One all-day or two-da"
,,,,,,,,,,,,,,,,,,y field triprequired.
24812,LASN,GEOL-105,1,0,0,Planet Earth,L,,Y,16:00,17:50,T,0,,,ZHSB54,0,"Geologic structure and evolution of planet earth. Principles ofplate tectonics, rocks and minerals, processes of mountainbuilding, continent and ocean formation, earthquakes, volcanism,development of landforms by running water and glaciers. Lecture, 3hours; laboratory, 2 hours. One all-day or two-da"
,,,,,,,,,,,,,,,,,,y field triprequired.
24804,LASN,GEOL-105,1,0,0,Planet Earth,L,,Y,10:00,11:50,T,0,,,ZHSB54,0,"Geologic structure and evolution of planet earth. Principles ofplate tectonics, rocks and minerals, processes of mountainbuilding, continent and ocean formation, earthquakes, volcanism,development of landforms by running water and glaciers. Lecture, 3hours; laboratory, 2 hours. One all-day or two-da"
,,,,,,,,,,,,,,,,,,y field triprequired.
25150,LASN,GEOL-107,1,4,4,Oceanography,C,,Y,12:30,13:50,TH,0,,"Berelson, William, M",SGM123,0,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required."
25165,LASN,GEOL-107,1,0,0,Oceanography,L,,Y,16:00,17:50,H,0,,,ZHSB61,0,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required."
25156,LASN,GEOL-107,1,0,0,Oceanography,L,,Y,10:00,11:50,F,0,,,ZHSB61,0,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required."
25163,LASN,GEOL-107,1,0,0,Oceanography,L,,Y,16:00,17:50,T,0,,,ZHSB61,0,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required."
25152,LASN,GEOL-107,1,0,0,Oceanography,L,,Y,8:00,9:50,W,0,,,ZHSB61,0,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required."
25161,LASN,GEOL-107,1,0,0,Oceanography,L,,Y,14:00,15:50,H,0,,,ZHSB61,0,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required."
25164,LASN,GEOL-107,1,0,0,Oceanography,L,,Y,16:00,17:50,W,0,,,ZHSB61,0,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required."
25157,LASN,GEOL-107,1,0,0,Oceanography,L,,Y,12:00,13:50,W,0,,,ZHSB61,0,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required."
25162,LASN,GEOL-107,1,0,0,Oceanography,L,,Y,14:00,15:50,F,0,,,ZHSB61,0,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required."
25151,LASN,GEOL-107,1,0,0,Oceanography,L,,Y,8:00,9:50,T,0,,,ZHSB61,0,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required."
25160,LASN,GEOL-107,1,0,0,Oceanography,L,,Y,14:00,15:50,W,0,,,ZHSB61,0,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required."
25159,LASN,GEOL-107,1,0,0,Oceanography,L,,Y,14:00,15:50,T,0,,,ZHSB61,0,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required."
25155,LASN,GEOL-107,1,0,0,Oceanography,L,,Y,10:00,11:50,H,0,,,ZHSB61,0,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required."
25153,LASN,GEOL-107,1,0,0,Oceanography,L,,Y,10:00,11:50,T,0,,,ZHSB61,0,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required."
25154,LASN,GEOL-107,1,0,0,Oceanography,L,,Y,10:00,11:50,W,0,,,ZHSB61,0,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required."
25158,LASN,GEOL-107,1,0,0,Oceanography,L,,Y,12:00,13:50,F,0,,,ZHSB61,0,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required."
24872,LASN,GEOL-108,1,4,4,Crises of a Planet,C,,Y,11:00,11:50,MWF,0,,"Vidale, John, Emilio",SLH200,0,"Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour"
,,,,,,,,,,,,,,,,,,s. One all-day or overnight field trip.
24877,LASN,GEOL-108,1,0,0,Crises of a Planet,L,,Y,14:00,15:50,T,0,,,ZHSB54,0,"Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour"
,,,,,,,,,,,,,,,,,,s. One all-day or overnight field trip.
24874,LASN,GEOL-108,1,0,0,Crises of a Planet,L,,Y,8:00,9:50,H,0,,,ZHSB54,0,"Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour"
,,,,,,,,,,,,,,,,,,s. One all-day or overnight field trip.
24878,LASN,GEOL-108,1,0,0,Crises of a Planet,L,,Y,14:00,15:50,H,0,,,ZHSB54,0,"Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour"
,,,,,,,,,,,,,,,,,,s. One all-day or overnight field trip.
24876,LASN,GEOL-108,1,0,0,Crises of a Planet,L,,Y,12:00,13:50,H,0,,,ZHSB54,0,"Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour"
,,,,,,,,,,,,,,,,,,s. One all-day or overnight field trip.
24875,LASN,GEOL-108,1,0,0,Crises of a Planet,L,,Y,12:00,13:50,T,0,,,ZHSB54,0,"Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour"
,,,,,,,,,,,,,,,,,,s. One all-day or overnight field trip.
24873,LASN,GEOL-108,1,0,0,Crises of a Planet,L,,Y,8:00,9:50,W,0,,,ZHSB54,0,"Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hour"
,,,,,,,,,,,,,,,,,,s. One all-day or overnight field trip.
24855,LASN,GEOL-241,1,4,4,Energy Systems,C,,Y,9:30,10:50,TH,0,,"West, Josh",SGM123,0,"Energy resources from a global perspective, including fossil fuels, nuclear, and renewable energy."
24856,LASN,GEOL-241,1,0,0,Energy Systems,L,,Y,8:00,9:50,W,0,,,ZHSB63,0,"Energy resources from a global perspective, including fossil fuels, nuclear, and renewable energy."
24858,LASN,GEOL-241,1,0,0,Energy Systems,L,,Y,10:00,11:50,F,0,,,ZHSB63,0,"Energy resources from a global perspective, including fossil fuels, nuclear, and renewable energy."
