"section","courseID","school","session","course_title","instructor","course_description","section_name","department","origin","total_enrolled","N.Sections","semester","course_desc","year","all_semesters","course_level","clean_course_desc"
63265,"THTR-571","School of Dramatic Arts",1,"Professional Seminar","","Introduction to the world of the professional actor.","","THTR",20251,0,1,"SP25","Professional Seminar -  - Introduction to the world of the professional actor.","AY25","SP25","graduate","professional seminar      introduction to the world of the professional actor "
63266,"THTR-412","School of Dramatic Arts",1,"Performing Content","","Introductory skills for the creation and realization of performance on camera.","","THTR",20251,0,1,"SP25","Performing Content -  - Introductory skills for the creation and realization of performance on camera.","AY25","SP25","undergrad upper division","performing content      introductory skills for the creation and realization of performance on camera "
63282,"THTR-597","School of Dramatic Arts",1,"Theatre Practicum","","Substantive participation in productions sponsored by the school and supervised by the faculty.","","THTR",20251,0,2,"SP25","Theatre Practicum -  - Substantive participation in productions sponsored by the school and supervised by the faculty.","AY25","SP25","graduate","theatre practicum      substantive participation in productions sponsored by the domain and supervised by the faculty "
63284,"THTR-214B","School of Dramatic Arts",1,"The Actor's Instrument: Voice and Body","","A comprehensive exploration of voice, speech and acting to strengthen the actors physical instrument.","","THTR",20251,0,1,"SP25","The Actor's Instrument: Voice and Body -  - A comprehensive exploration of voice, speech and acting to strengthen the actors physical instrument.","AY25","SP25","undergrad lower division","the actor's instrument  voice and body      a comprehensive exploration of voice  speech and acting to strengthen the actors physical instrument "
63285,"THTR-309","School of Dramatic Arts",1,"Dramaturgy","","Introduction to dramaturgy and the many functions it serves in the theatre. Focus on basic dramatic theories behind dramaturgy and its applications.","","THTR",20251,0,1,"SP25","Dramaturgy -  - Introduction to dramaturgy and the many functions it serves in the theatre. Focus on basic dramatic theories behind dramaturgy and its applications.","AY25","SP25","undergrad upper division","dramaturgy      introduction to dramaturgy and the many functions it serves in the theatre  focus on basic dramatic theories behind dramaturgy and its applications "
63301,"THTE-107","School of Dramatic Arts",1,"Foundations of Vocal Performance","","Exploration of the foundations of vocal technique in a group setting, with an emphasis on musical theatre repertoire.","","THTE",20251,0,1,"SP25","Foundations of Vocal Performance -  - Exploration of the foundations of vocal technique in a group setting, with an emphasis on musical theatre repertoire.","AY25","SP25","undergrad lower division","foundations of vocal performance      exploration of the foundations of vocal technique in a group setting  with an emphasis on musical theatre repertoire "
63302,"THTE-201A","School of Dramatic Arts",1,"Acting for Musical Theatre","","Analysis and investigation of role interpretation and character development by working on two or more scenes from the same play. Introduction of techniques to unlock objectives based on the text.","","THTE",20251,0,2,"SP25","Acting for Musical Theatre -  - Analysis and investigation of role interpretation and character development by working on two or more scenes from the same play. Introduction of techniques to unlock objectives based on the text.","AY25","SP25","undergrad lower division","acting for musical theatre      analysis and investigation of role interpretation and character development by working on two or more scenes from the same play  introduction of techniques to unlock objectives based on the text "
63305,"THTE-201B","School of Dramatic Arts",1,"Acting for Musical Theatre","","Continuation of analysis and investigation of role interpretation and character development by working on two or more scenes from the same play. Introduction of techniques to unlock objectives for character creation.","","THTE",20251,0,1,"SP25","Acting for Musical Theatre -  - Continuation of analysis and investigation of role interpretation and character development by working on two or more scenes from the same play. Introduction of techniques to unlock objectives for character creation.","AY25","SP25","undergrad lower division","acting for musical theatre      continuation of analysis and investigation of role interpretation and character development by working on two or more scenes from the same play  introduction of techniques to unlock objectives for character creation "
63306,"THTE-407","School of Dramatic Arts",1,"Building Your Cabaret","","Development of skills needed to create a solo musical cabaret performance.","","THTE",20251,0,1,"SP25","Building Your Cabaret -  - Development of skills needed to create a solo musical cabaret performance.","AY25","SP25","undergrad upper division","building your cabaret      development of skills needed to create a solo musical cabaret performance "
63307,"THTE-203","School of Dramatic Arts",1,"Speech","","A guided study of dialect acquisition.","","THTE",20251,0,1,"SP25","Speech -  - A guided study of dialect acquisition.","AY25","SP25","undergrad lower division","speech      a guided study of dialect acquisition "
63308,"THTE-301","School of Dramatic Arts",1,"Script, Score and Choreography","","Study of the musical comedy and the connection between script, score and choreography.","","THTE",20251,0,2,"SP25","Script, Score and Choreography -  - Study of the musical comedy and the connection between script, score and choreography.","AY25","SP25","undergrad upper division","script  score and choreography      study of the musical comedy and the connection between script  score and choreography "
63310,"THTE-406","School of Dramatic Arts",1,"New Musical Theatre Workshop","","Exploration of the process of collaboration for musical theatre through a series of structured writing exercises to create new works.","","THTE",20251,0,2,"SP25","New Musical Theatre Workshop -  - Exploration of the process of collaboration for musical theatre through a series of structured writing exercises to create new works.","AY25","SP25","undergrad upper division","new musical theatre workshop      exploration of the process of collaboration for musical theatre through a series of structured writing exercises to create new works "
63314,"THTE-208","School of Dramatic Arts",1,"Musicianship for Musical Theatre Actors II","","Continued development of the foundations of musicianship necessary for a career in musical theatre.","","THTE",20251,0,1,"SP25","Musicianship for Musical Theatre Actors II -  - Continued development of the foundations of musicianship necessary for a career in musical theatre.","AY25","SP25","undergrad lower division","musicianship for musical theatre actors ii      continued development of the foundations of musicianship necessary for a career in musical theatre "
63315,"THTE-206A","School of Dramatic Arts",1,"Movement for Musical Theatre","","Introduction to foundational skills in musical theatre movement, including safe alignment and a movement vocabulary.","","THTE",20251,0,2,"SP25","Movement for Musical Theatre -  - Introduction to foundational skills in musical theatre movement, including safe alignment and a movement vocabulary.","AY25","SP25","undergrad lower division","movement for musical theatre      introduction to foundational skills in musical theatre movement  including safe alignment and a movement vocabulary "
63320,"THTE-206B","School of Dramatic Arts",1,"Movement for Musical Theatre","","Introduction to foundational skills for musical theatre movement, including safe alignment and a movement vocabulary.","","THTE",20251,0,2,"SP25","Movement for Musical Theatre -  - Introduction to foundational skills for musical theatre movement, including safe alignment and a movement vocabulary.","AY25","SP25","undergrad lower division","movement for musical theatre      introduction to foundational skills for musical theatre movement  including safe alignment and a movement vocabulary "
63340,"THTE-340","School of Dramatic Arts",1,"Musical Theatre Integration Workshop I","","Introduction to the synthesis of emotional life, voice and movement skills as the foundation for an authentic musical theatre performance.","","THTE",20251,0,2,"SP25","Musical Theatre Integration Workshop I -  - Introduction to the synthesis of emotional life, voice and movement skills as the foundation for an authentic musical theatre performance.","AY25","SP25","undergrad upper division","musical theatre integration workshop i      introduction to the synthesis of emotional life  voice and movement skills as the foundation for an authentic musical theatre performance "
63500,"CORE-101","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Symbols and Conceptual Systems: Thematic Option Honors Progr","Chio, Jenny","Study of the structures through which we shape our experience in religion, philosophy, literature, music, and the visual arts, and of competing theories of interpretation. Students may not take this course on a P/NP basis.","","CORE",20251,0,12,"SP25","Symbols and Conceptual Systems: Thematic Option Honors Progr -  - Study of the structures through which we shape our experience in religion, philosophy, literature, music, and the visual arts, and of competing theories of interpretation. Students may not take this course on a P/NP basis.","AY25","SP25","undergrad lower division","symbols and conceptual systems  thematic option honors progr      study of the structures through which we shape our experience in religion  philosophy  literature  music  and the visual arts  and of competing theories of interpretation  students may not take this course on a p np basis "
63513,"CORE-103","Dana and David Dornsife College of Letters, Arts and Sciences",1,"The Process of Change in Science: Thematic Option Honors Pro","Luczak, Susan, Elizabeth","Critical problems in the development of scientific thought, studied as vehicles for understanding the content and structure of the sciences. Specific subject matter in selected scientific disciplines will be presented. Students may not take this course on a P/NP basis.","","CORE",20251,0,13,"SP25","The Process of Change in Science: Thematic Option Honors Pro -  - Critical problems in the development of scientific thought, studied as vehicles for understanding the content and structure of the sciences. Specific subject matter in selected scientific disciplines will be presented. Students may not take this course on a P/NP basis.","AY25","SP25","undergrad lower division","the process of change in science  thematic option honors pro      critical problems in the development of scientific thought  studied as vehicles for understanding the content and structure of the sciences  specific subject matter in selected scientific disciplines will be presented  students may not take this course on a p np basis "
63525,"CORE-104","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Change and the Future: Thematic Option Honors Program","Albertson, David, C.","Analysis of historical change; social and political theory and revolutionary thought; introduction to competing images of future states of affairs; the continuing process of change. Students may not take this course on a P/NP basis.","","CORE",20251,0,11,"SP25","Change and the Future: Thematic Option Honors Program -  - Analysis of historical change; social and political theory and revolutionary thought; introduction to competing images of future states of affairs; the continuing process of change. Students may not take this course on a P/NP basis.","AY25","SP25","undergrad lower division","change and the future  thematic option honors program      analysis of historical change  social and political theory and revolutionary thought  introduction to competing images of future states of affairs  the continuing process of change  students may not take this course on a p np basis "
63538,"CORE-112","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Writing Seminar II: Thematic Option Honors Program","","Instruction on analytic writing that integrates methods of research, identifying and addressing specific audiences and  presenting ideas publicly. Readings examine  modernity and postmodernity.","","CORE",20251,0,15,"SP25","Writing Seminar II: Thematic Option Honors Program -  - Instruction on analytic writing that integrates methods of research, identifying and addressing specific audiences and  presenting ideas publicly. Readings examine  modernity and postmodernity.","AY25","SP25","undergrad lower division","writing seminar ii  thematic option honors program      instruction on analytic writing that integrates methods of research  identifying and addressing specific audiences and  presenting ideas publicly  readings examine  modernity and postmodernity "
63568,"CORE-200","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Liberal Arts Reading Salon","Petitti, Michael","Critical readings of a series of texts in the liberal arts designed to promote discussion of important themes, theoretical approaches, research directions, and interdisciplinary connections.  Graded CR/NC.","","CORE",20251,0,2,"SP25","Liberal Arts Reading Salon -  - Critical readings of a series of texts in the liberal arts designed to promote discussion of important themes, theoretical approaches, research directions, and interdisciplinary connections.  Graded CR/NC.","AY25","SP25","undergrad lower division","liberal arts reading salon      critical readings of a series of texts in the liberal arts designed to promote discussion of important themes  theoretical approaches  research directions  and interdisciplinary connections   graded cr nc "
63571,"CORE-301","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Modes of Inquiry","Cannon, Amy, Katherine","Modern tools of cultural and discursive analysis which seek to demystify ""the natural,"" as it appears in the formation of cultures, their institutions, and individuals.","","CORE",20251,0,1,"SP25","Modes of Inquiry -  - Modern tools of cultural and discursive analysis which seek to demystify ""the natural,"" as it appears in the formation of cultures, their institutions, and individuals.","AY25","SP25","undergrad upper division","modes of inquiry      modern tools of cultural and discursive analysis which seek to demystify  the natural   as it appears in the formation of cultures  their institutions  and individuals "
63575,"CORE-601","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Teaching Analytical Writing through Readings in the Humanities","Tucker, Trisha","Theories and practices in university-level teaching of close-reading and analytical writing, using texts central to Western tradition.  Graduate student professionalization throught topical workshops and discussions.  Open to assistant lecturers and teaching assistants only.  Graded CR/NC.","","CORE",20251,0,1,"SP25","Teaching Analytical Writing through Readings in the Humanities -  - Theories and practices in university-level teaching of close-reading and analytical writing, using texts central to Western tradition.  Graduate student professionalization throught topical workshops and discussions.  Open to assistant lecturers and teaching assistants only.  Graded CR/NC.","AY25","SP25","graduate","teaching analytical writing through readings in the humanities      theories and practices in university level teaching of close reading and analytical writing  using texts central to western tradition   graduate student professionalization throught topical workshops and discussions   open to assistant lecturers and teaching assistants only   graded cr nc "
64000,"WRIT-120","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Introduction to College Writing","","Intensive instruction and practice in the writing process. Focuses upon the formal conventions and conceptual expectations of college writing, with emphasis upon the grammatical, stylistic, and rhetorical techniques required in successful writing.  Graded CR/NC.  Limited to and required of students who score below specified level on the USC Writing Examination.","","WRIT",20251,0,4,"SP25","Introduction to College Writing -  - Intensive instruction and practice in the writing process. Focuses upon the formal conventions and conceptual expectations of college writing, with emphasis upon the grammatical, stylistic, and rhetorical techniques required in successful writing.  Graded CR/NC.  Limited to and required of students who score below specified level on the USC Writing Examination.","AY25","SP25","undergrad lower division","introduction to college writing      intensive instruction and practice in the writing process  focuses upon the formal conventions and conceptual expectations of college writing  with emphasis upon the grammatical  stylistic  and rhetorical techniques required in successful writing   graded cr nc   limited to and required of students who score below specified level on the usc writing examination "
64050,"WRIT-150","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Writing and Critical Reasoning--Thematic Approaches","Bibler, Justin","Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","Issues in Law and Social Justice","WRIT",20251,0,7,"SP25","Writing and Critical Reasoning--Thematic Approaches - Issues in Law and Social Justice - Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","AY25","SP25","undergrad lower division","writing and critical reasoning  thematic approaches   issues in law and social justice   academic writing  emphasizing analysis and argumentation  rhetorical judgment  critical reasoning  creative insight  the careful use of evidence  ethical perspectives  logical organization  stylistic and grammatical fluency  duplicates credit in writ 130 and writ 140 "
64095,"WRIT-133","Dana and David Dornsife College of Letters, Arts and Sciences",1,"College Writing for International Students","","College writing for International Students, emphasizing the expectations of academic discourse in U.S. higher education while drawing upon a context informed by cross-cultural perspectives. Recommended preparation: International Academy coursework.","","WRIT",20251,0,1,"SP25","College Writing for International Students -  - College writing for International Students, emphasizing the expectations of academic discourse in U.S. higher education while drawing upon a context informed by cross-cultural perspectives. Recommended preparation: International Academy coursework.","AY25","SP25","undergrad lower division","college writing for international students      college writing for international students  emphasizing the expectations of academic discourse in u s  higher education while drawing upon a context informed by cross cultural perspectives  recommended preparation  international academy coursework "
64100,"WRIT-150","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Writing and Critical Reasoning--Thematic Approaches","Chappelow, Brent, D.","Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","Education and Intellectual Development","WRIT",20251,0,17,"SP25","Writing and Critical Reasoning--Thematic Approaches - Education and Intellectual Development - Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","AY25","SP25","undergrad lower division","writing and critical reasoning  thematic approaches   education and intellectual development   academic writing  emphasizing analysis and argumentation  rhetorical judgment  critical reasoning  creative insight  the careful use of evidence  ethical perspectives  logical organization  stylistic and grammatical fluency  duplicates credit in writ 130 and writ 140 "
64101,"WRIT-150","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Writing and Critical Reasoning--Thematic Approaches","Delgado, Carlos Antonio","Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","Human Values and Belief Systems","WRIT",20251,0,11,"SP25","Writing and Critical Reasoning--Thematic Approaches - Human Values and Belief Systems - Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","AY25","SP25","undergrad lower division","writing and critical reasoning  thematic approaches   human values and belief systems   academic writing  emphasizing analysis and argumentation  rhetorical judgment  critical reasoning  creative insight  the careful use of evidence  ethical perspectives  logical organization  stylistic and grammatical fluency  duplicates credit in writ 130 and writ 140 "
64105,"WRIT-150","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Writing and Critical Reasoning--Thematic Approaches","","Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","","WRIT",20251,0,46,"SP25","Writing and Critical Reasoning--Thematic Approaches -  - Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","AY25","SP25","undergrad lower division","writing and critical reasoning  thematic approaches      academic writing  emphasizing analysis and argumentation  rhetorical judgment  critical reasoning  creative insight  the careful use of evidence  ethical perspectives  logical organization  stylistic and grammatical fluency  duplicates credit in writ 130 and writ 140 "
64110,"WRIT-150","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Writing and Critical Reasoning--Thematic Approaches","Gorski, William, Thomas","Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","Issues in Aesthetics","WRIT",20251,0,15,"SP25","Writing and Critical Reasoning--Thematic Approaches - Issues in Aesthetics - Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","AY25","SP25","undergrad lower division","writing and critical reasoning  thematic approaches   issues in aesthetics   academic writing  emphasizing analysis and argumentation  rhetorical judgment  critical reasoning  creative insight  the careful use of evidence  ethical perspectives  logical organization  stylistic and grammatical fluency  duplicates credit in writ 130 and writ 140 "
64130,"WRIT-150","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Writing and Critical Reasoning--Thematic Approaches","Matejka, Taly","Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","Health and Healing","WRIT",20251,0,10,"SP25","Writing and Critical Reasoning--Thematic Approaches - Health and Healing - Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","AY25","SP25","undergrad lower division","writing and critical reasoning  thematic approaches   health and healing   academic writing  emphasizing analysis and argumentation  rhetorical judgment  critical reasoning  creative insight  the careful use of evidence  ethical perspectives  logical organization  stylistic and grammatical fluency  duplicates credit in writ 130 and writ 140 "
64155,"WRIT-150","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Writing and Critical Reasoning--Thematic Approaches","Boyd, Ryan","Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","Issues in Work and Working Life","WRIT",20251,0,7,"SP25","Writing and Critical Reasoning--Thematic Approaches - Issues in Work and Working Life - Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","AY25","SP25","undergrad lower division","writing and critical reasoning  thematic approaches   issues in work and working life   academic writing  emphasizing analysis and argumentation  rhetorical judgment  critical reasoning  creative insight  the careful use of evidence  ethical perspectives  logical organization  stylistic and grammatical fluency  duplicates credit in writ 130 and writ 140 "
64185,"WRIT-150","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Writing and Critical Reasoning--Thematic Approaches","Taylor, Patti","Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","Technology & Social Change","WRIT",20251,0,8,"SP25","Writing and Critical Reasoning--Thematic Approaches - Technology and Social Change - Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","AY25","SP25","undergrad lower division","writing and critical reasoning  thematic approaches   technology and social change   academic writing  emphasizing analysis and argumentation  rhetorical judgment  critical reasoning  creative insight  the careful use of evidence  ethical perspectives  logical organization  stylistic and grammatical fluency  duplicates credit in writ 130 and writ 140 "
64200,"WRIT-150","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Writing and Critical Reasoning--Thematic Approaches","Orem, Sarah","Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","Identity and Diversity in American Contexts","WRIT",20251,0,14,"SP25","Writing and Critical Reasoning--Thematic Approaches - Identity and Diversity in American Contexts - Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","AY25","SP25","undergrad lower division","writing and critical reasoning  thematic approaches   identity and diversity in american contexts   academic writing  emphasizing analysis and argumentation  rhetorical judgment  critical reasoning  creative insight  the careful use of evidence  ethical perspectives  logical organization  stylistic and grammatical fluency  duplicates credit in writ 130 and writ 140 "
64205,"WRIT-150","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Writing and Critical Reasoning--Thematic Approaches","Pecchenino, Daniel","Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","Issues in Contemporary Economics","WRIT",20251,0,10,"SP25","Writing and Critical Reasoning--Thematic Approaches - Issues in Contemporary Economics - Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","AY25","SP25","undergrad lower division","writing and critical reasoning  thematic approaches   issues in contemporary economics   academic writing  emphasizing analysis and argumentation  rhetorical judgment  critical reasoning  creative insight  the careful use of evidence  ethical perspectives  logical organization  stylistic and grammatical fluency  duplicates credit in writ 130 and writ 140 "
64240,"WRIT-150","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Writing and Critical Reasoning--Thematic Approaches","Pack, Benjamin","Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","Community Engagement","WRIT",20251,0,11,"SP25","Writing and Critical Reasoning--Thematic Approaches - Community Engagement - Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","AY25","SP25","undergrad lower division","writing and critical reasoning  thematic approaches   community engagement   academic writing  emphasizing analysis and argumentation  rhetorical judgment  critical reasoning  creative insight  the careful use of evidence  ethical perspectives  logical organization  stylistic and grammatical fluency  duplicates credit in writ 130 and writ 140 "
64247,"WRIT-150","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Writing and Critical Reasoning--Thematic Approaches","Schroeder, Corinna","Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","Issues in Sustainability","WRIT",20251,0,9,"SP25","Writing and Critical Reasoning--Thematic Approaches - Issues in sustainability - Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","AY25","SP25","undergrad lower division","writing and critical reasoning  thematic approaches   issues in sustainability   academic writing  emphasizing analysis and argumentation  rhetorical judgment  critical reasoning  creative insight  the careful use of evidence  ethical perspectives  logical organization  stylistic and grammatical fluency  duplicates credit in writ 130 and writ 140 "
64255,"WRIT-150","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Writing and Critical Reasoning--Thematic Approaches","Hobmeier, Amanda, Louise","Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","Globalization: Current Issues & Cross-Cultural Perspectives","WRIT",20251,0,8,"SP25","Writing and Critical Reasoning--Thematic Approaches - Globalization: Current Issues and Cross-Cultural Perspectives - Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","AY25","SP25","undergrad lower division","writing and critical reasoning  thematic approaches   globalization  current issues and cross cultural perspectives   academic writing  emphasizing analysis and argumentation  rhetorical judgment  critical reasoning  creative insight  the careful use of evidence  ethical perspectives  logical organization  stylistic and grammatical fluency  duplicates credit in writ 130 and writ 140 "
64310,"WRIT-150","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Writing and Critical Reasoning--Thematic Approaches","Chisum, Jeffrey","Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","Human Values and Beliefs Systems","WRIT",20251,0,4,"SP25","Writing and Critical Reasoning--Thematic Approaches - Human Values and Beliefs Systems - Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","AY25","SP25","undergrad lower division","writing and critical reasoning  thematic approaches   human values and beliefs systems   academic writing  emphasizing analysis and argumentation  rhetorical judgment  critical reasoning  creative insight  the careful use of evidence  ethical perspectives  logical organization  stylistic and grammatical fluency  duplicates credit in writ 130 and writ 140 "
64995,"WRIT-320","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Experiential Learning","","A writing workshop that allows students to deepen their writing skills while working collaboratively with diverse groups, programs, or populations outside of USC.","","WRIT",20251,0,1,"SP25","Experiential Learning -  - A writing workshop that allows students to deepen their writing skills while working collaboratively with diverse groups, programs, or populations outside of USC.","AY25","SP25","undergrad upper division","experiential learning      a writing workshop that allows students to deepen their writing skills while working collaboratively with diverse groups  programs  or populations outside of usc "
65000,"WRIT-340","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Advanced Writing","Smith, Scott, A.","Instruction in writing for various audiences on topics related to a student's professional or disciplinary interests, with some emphasis on issues of broad public concern. Prerequisite: WRIT 130 or WRIT 150.","Advanced Writing for Visual and Performing Arts","WRIT",20251,0,7,"SP25","Advanced Writing - Advanced Writing for Visual and Performing Arts - Instruction in writing for various audiences on topics related to a student's professional or disciplinary interests, with some emphasis on issues of broad public concern. Prerequisite: WRIT 130 or WRIT 150.","AY25","SP25","undergrad upper division","advanced writing   advanced writing for visual and performing arts   instruction in writing for various audiences on topics related to a student's professional or disciplinary interests  with some emphasis on issues of broad public concern  prerequisite  writ 130 or writ 150 "
65005,"WRIT-340","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Advanced Writing","Tomkins, David, S.","Instruction in writing for various audiences on topics related to a student's professional or disciplinary interests, with some emphasis on issues of broad public concern. Prerequisite: WRIT 130 or WRIT 150.","Advanced Writing for Arts and Humanities","WRIT",20251,0,21,"SP25","Advanced Writing - Advanced Writing for Arts and Humanities - Instruction in writing for various audiences on topics related to a student's professional or disciplinary interests, with some emphasis on issues of broad public concern. Prerequisite: WRIT 130 or WRIT 150.","AY25","SP25","undergrad upper division","advanced writing   advanced writing for arts and humanities   instruction in writing for various audiences on topics related to a student's professional or disciplinary interests  with some emphasis on issues of broad public concern  prerequisite  writ 130 or writ 150 "
