"document","courseID","semester","year","keyword","goal","color","freq"
"3545","RED-325","SP25","AY25","taxes",8,"#A21942",1
"3545","RED-325","SP25","AY25","finance",8,"#A21942",2
"3546","RED-362","SP25","AY25","valuation",8,"#A21942",1
"3546","RED-362","SP25","AY25","neighborhoods",11,"#FD9D24",1
"3546","RED-362","SP25","AY25","cities",11,"#FD9D24",1
"3546","RED-362","SP25","AY25","real estate",11,"#FD9D24",2
"3548","RED-375","SP25","AY25","real estate",11,"#FD9D24",3
"3548","RED-375","SP25","AY25","underwriting",1,"#E5243B",1
"3548","RED-375","SP25","AY25","neighborhood",11,"#FD9D24",1
"3548","RED-375","SP25","AY25","city",11,"#FD9D24",1
"3550","RED-398","SP25","AY25","cities",11,"#FD9D24",2
"3549","RED-398","SP25","AY25","cities",11,"#FD9D24",2
"3549","RED-398","SP25","AY25","urban",11,"#FD9D24",1
"3549","RED-398","SP25","AY25","real estate",11,"#FD9D24",2
"3550","RED-398","SP25","AY25","urban",11,"#FD9D24",1
"3550","RED-398","SP25","AY25","real estate",11,"#FD9D24",2
"3550","RED-398","SP25","AY25","retail",8,"#A21942",1
"3551","RED-417","SP25","AY25","built landscape",11,"#FD9D24",1
"3547","RED-425","SP25","AY25","city",11,"#FD9D24",1
"3552","RED-435","SP25","AY25","urban",11,"#FD9D24",1
"3552","RED-435","SP25","AY25","real estate",11,"#FD9D24",1
"3553","RED-437","SP25","AY25","real estate",11,"#FD9D24",2
"3553","RED-437","SP25","AY25","finance",8,"#A21942",1
"3553","RED-437","SP25","AY25","assets",8,"#A21942",1
"3553","RED-437","SP25","AY25","valuation",8,"#A21942",1
"3553","RED-437","SP25","AY25","investment",1,"#E5243B",1
"3553","RED-437","SP25","AY25","investment",8,"#A21942",1
"3553","RED-437","SP25","AY25","debt",1,"#E5243B",1
"3553","RED-437","SP25","AY25","underwriting",1,"#E5243B",1
"3531","RED-510","SP25","AY25","government",16,"#00689D",1
"3531","RED-510","SP25","AY25","economics",8,"#A21942",1
"3531","RED-510","SP25","AY25","policies",16,"#00689D",1
"3531","RED-510","SP25","AY25","real estate",11,"#FD9D24",3
"3532","RED-512","SP25","AY25","real estate",11,"#FD9D24",2
"3533","RED-545","SP25","AY25","real estate",11,"#FD9D24",2
"3533","RED-545","SP25","AY25","financial",8,"#A21942",1
"3533","RED-545","SP25","AY25","financing",8,"#A21942",1
"3533","RED-545","SP25","AY25","debt financing",17,"#19486A",1
"3533","RED-545","SP25","AY25","debt",1,"#E5243B",1
"3533","RED-545","SP25","AY25","lender",8,"#A21942",1
"3534","RED-546","SP25","AY25","real estate",11,"#FD9D24",2
"3534","RED-546","SP25","AY25","finance",8,"#A21942",3
"3534","RED-546","SP25","AY25","development projects",11,"#FD9D24",1
"3535","RED-562","SP25","AY25","real estate",11,"#FD9D24",2
"3535","RED-562","SP25","AY25","financing",8,"#A21942",1
"3535","RED-562","SP25","AY25","legal",16,"#00689D",1
"3536","RED-575","SP25","AY25","development projects",11,"#FD9D24",1
"3537","RED-598","SP25","AY25","urban",11,"#FD9D24",1
"3537","RED-598","SP25","AY25","real estate",11,"#FD9D24",2
"3537","RED-598","SP25","AY25","product development",9,"#FD6925",1
"3538","RED-598","SP25","AY25","affordable housing",11,"#FD9D24",1
"3538","RED-598","SP25","AY25","affordable housing",1,"#E5243B",1
"3538","RED-598","SP25","AY25","housing",11,"#FD9D24",1
"3538","RED-598","SP25","AY25","real estate",11,"#FD9D24",2
"3538","RED-598","SP25","AY25","product development",9,"#FD6925",1
"3539","RED-598","SP25","AY25","real estate",11,"#FD9D24",2
"3539","RED-598","SP25","AY25","product development",9,"#FD6925",1
"3540","RED-598","SP25","AY25","product development",9,"#FD6925",1
"3540","RED-598","SP25","AY25","real estate",11,"#FD9D24",2
"3541","RED-598","SP25","AY25","product development",9,"#FD6925",1
"3541","RED-598","SP25","AY25","real estate",11,"#FD9D24",2
"3541","RED-598","SP25","AY25","retail",8,"#A21942",1
"3721","REL-111","SP25","AY25","cultural",10,"#DD1367",1
"3722","REL-132","SP25","AY25","civilization",11,"#FD9D24",1
"3723","REL-134","SP25","AY25",NA,NA,NA,NA
"3724","REL-135","SP25","AY25",NA,NA,NA,NA
"3725","REL-141","SP25","AY25",NA,NA,NA,NA
"3726","REL-315","SP25","AY25",NA,NA,NA,NA
"3735","REL-332","SP25","AY25",NA,NA,NA,NA
"3728","REL-338","SP25","AY25","food",2,"#DDA63A",1
"3727","REL-342","SP25","AY25","environmentalism",12,"#BF8B2E",1
"3727","REL-342","SP25","AY25","modernization",9,"#FD6925",1
"3727","REL-342","SP25","AY25","peace",16,"#00689D",1
"3727","REL-342","SP25","AY25","nationalism",16,"#00689D",1
"3727","REL-342","SP25","AY25","globalization",8,"#A21942",1
"3727","REL-342","SP25","AY25","war",16,"#00689D",1
"3729","REL-468","SP25","AY25",NA,NA,NA,NA
"3730","REL-481","SP25","AY25","colonial times",10,"#DD1367",1
"3731","REL-491","SP25","AY25",NA,NA,NA,NA
"3734","REL-535","SP25","AY25",NA,NA,NA,NA
"3732","REL-645","SP25","AY25",NA,NA,NA,NA
"3733","REL-701","SP25","AY25",NA,NA,NA,NA
"647","RISK-380","SP25","AY25",NA,NA,NA,NA
"648","RISK-387","SP25","AY25","finance",8,"#A21942",1
"649","RISK-388","SP25","AY25","innovating",9,"#FD6925",1
"649","RISK-388","SP25","AY25","innovative",9,"#FD6925",1
"650","RISK-499","SP25","AY25","crisis",16,"#00689D",1
"3285","RSCI-608","SP25","AY25","health care",3,"#4C9F38",1
"3285","RSCI-608","SP25","AY25","medical",3,"#4C9F38",1
"3285","RSCI-608","SP25","AY25","pharmacy",3,"#4C9F38",1
"3285","RSCI-608","SP25","AY25","health sciences",3,"#4C9F38",1
"3285","RSCI-608","SP25","AY25","import",8,"#A21942",1
"3737","RUSS-120","SP25","AY25",NA,NA,NA,NA
"3739","RUSS-140","SP25","AY25","cultural",10,"#DD1367",1
"3740","RUSS-150","SP25","AY25",NA,NA,NA,NA
"3742","RUSS-220","SP25","AY25",NA,NA,NA,NA
"3743","RUSS-250","SP25","AY25",NA,NA,NA,NA
"3746","RUSS-310","SP25","AY25",NA,NA,NA,NA
"3301","RXRS-201","SP25","AY25","illegal",16,"#00689D",1
"3301","RXRS-201","SP25","AY25","legal",16,"#00689D",2
"3301","RXRS-201","SP25","AY25","drugs",3,"#4C9F38",2
"3310","RXRS-202","SP25","AY25","drugs",3,"#4C9F38",1
"3311","RXRS-302","SP25","AY25","pediatric",3,"#4C9F38",1
"3311","RXRS-302","SP25","AY25","therapeutics",3,"#4C9F38",1
"3311","RXRS-302","SP25","AY25","geriatric",3,"#4C9F38",1
"3311","RXRS-302","SP25","AY25","drug",3,"#4C9F38",3
"3309","RXRS-304","SP25","AY25","forensic",16,"#00689D",2
"3309","RXRS-304","SP25","AY25","deaths",16,"#00689D",1
"3303","RXRS-403","SP25","AY25","drug",3,"#4C9F38",1
"3303","RXRS-403","SP25","AY25","brain",3,"#4C9F38",2
"3303","RXRS-403","SP25","AY25","disease",3,"#4C9F38",2
"3303","RXRS-403","SP25","AY25","injury",3,"#4C9F38",1
"3304","RXRS-407","SP25","AY25","drug",3,"#4C9F38",1
"3304","RXRS-407","SP25","AY25","medicines",3,"#4C9F38",2
"3302","RXRS-408","SP25","AY25","wellness",3,"#4C9F38",1
"3302","RXRS-408","SP25","AY25","therapeutic",3,"#4C9F38",1
"3302","RXRS-408","SP25","AY25","immune system",3,"#4C9F38",1
"3302","RXRS-408","SP25","AY25","disease",3,"#4C9F38",1
"3305","RXRS-412","SP25","AY25","pharmaceutical",3,"#4C9F38",1
"3305","RXRS-412","SP25","AY25","drugs",3,"#4C9F38",1
"3305","RXRS-412","SP25","AY25","ethics",10,"#DD1367",1
"3307","RXRS-413","SP25","AY25","biomedical",3,"#4C9F38",1
"3307","RXRS-413","SP25","AY25","globalization",8,"#A21942",2
"3307","RXRS-413","SP25","AY25","biomedical",9,"#FD6925",1
"3307","RXRS-413","SP25","AY25","medical",3,"#4C9F38",2
"3307","RXRS-413","SP25","AY25","regulations",16,"#00689D",1
"3308","RXRS-414","SP25","AY25","addiction",3,"#4C9F38",1
"3308","RXRS-414","SP25","AY25","illicit",16,"#00689D",1
"3308","RXRS-414","SP25","AY25","drugs",3,"#4C9F38",2
"3308","RXRS-414","SP25","AY25","abuse",16,"#00689D",1
"3308","RXRS-414","SP25","AY25","legal",16,"#00689D",1
"3306","RXRS-418","SP25","AY25","medicines",3,"#4C9F38",1
"3306","RXRS-418","SP25","AY25","medicine",3,"#4C9F38",2
"3306","RXRS-418","SP25","AY25","prescriptions",3,"#4C9F38",1
"3306","RXRS-418","SP25","AY25","disease",3,"#4C9F38",1
"3313","RXRS-493","SP25","AY25",NA,NA,NA,NA
"3312","RXRS-494","SP25","AY25",NA,NA,NA,NA
"2024","SAE-515","SP25","AY25","infrastructure",9,"#FD6925",2
"2024","SAE-515","SP25","AY25","resilient and sustainable",12,"#BF8B2E",1
"2024","SAE-515","SP25","AY25","sustainable infrastructure",11,"#FD9D24",1
"2018","SAE-541","SP25","AY25","systems engineering",9,"#FD6925",1
"2020","SAE-542","SP25","AY25","systems engineering",9,"#FD6925",2
"2019","SAE-546","SP25","AY25",NA,NA,NA,NA
"2021","SAE-548","SP25","AY25",NA,NA,NA,NA
"2022","SAE-549","SP25","AY25","architecture",11,"#FD9D24",1
"2022","SAE-549","SP25","AY25","aerospace",9,"#FD6925",1
"2023","SAE-550","SP25","AY25","politically",16,"#00689D",1
"2023","SAE-550","SP25","AY25","political",16,"#00689D",2
"2023","SAE-550","SP25","AY25","government",16,"#00689D",1
"2023","SAE-550","SP25","AY25","high tech",9,"#FD6925",1
"2025","SAE-560","SP25","AY25","cash flow",8,"#A21942",1
"2025","SAE-560","SP25","AY25","software engineering",9,"#FD6925",1
"2025","SAE-560","SP25","AY25","systems engineering",9,"#FD6925",1
"2897","SCOR-403","SP25","AY25",NA,NA,NA,NA
"2898","SCOR-405","SP25","AY25",NA,NA,NA,NA
"2899","SCOR-503B","SP25","AY25",NA,NA,NA,NA
"2900","SCOR-504B","SP25","AY25",NA,NA,NA,NA
"2901","SCOR-505B","SP25","AY25",NA,NA,NA,NA
"2902","SCOR-509","SP25","AY25",NA,NA,NA,NA
"2903","SCOR-511B","SP25","AY25",NA,NA,NA,NA
"2904","SCOR-512","SP25","AY25",NA,NA,NA,NA
"2905","SCOR-521B","SP25","AY25",NA,NA,NA,NA
"2906","SCOR-523B","SP25","AY25",NA,NA,NA,NA
"2862","SCRM-388","SP25","AY25","disease",3,"#4C9F38",1
"2862","SCRM-388","SP25","AY25","therapy",3,"#4C9F38",1
"2862","SCRM-388","SP25","AY25","clinical",3,"#4C9F38",1
"2859","SCRM-515","SP25","AY25","clinical",3,"#4C9F38",1
"2859","SCRM-515","SP25","AY25","legal",16,"#00689D",1
"2861","SCRM-516","SP25","AY25","clinical",3,"#4C9F38",1
"2861","SCRM-516","SP25","AY25","drug",3,"#4C9F38",1
"2861","SCRM-516","SP25","AY25","therapy",3,"#4C9F38",2
"2863","SCRM-521","SP25","AY25",NA,NA,NA,NA
"2858","SCRM-526","SP25","AY25","stem cell",3,"#4C9F38",2
"2860","SCRM-580","SP25","AY25","stem cell",3,"#4C9F38",1
"2860","SCRM-580","SP25","AY25","medicine",3,"#4C9F38",1
"3736","SLL-110","SP25","AY25",NA,NA,NA,NA
"3738","SLL-152","SP25","AY25",NA,NA,NA,NA
"3741","SLL-199","SP25","AY25","politics",16,"#00689D",1
"3745","SLL-225","SP25","AY25","law",16,"#00689D",1
"3745","SLL-225","SP25","AY25","politics",16,"#00689D",1
"3744","SLL-299","SP25","AY25",NA,NA,NA,NA
"3747","SLL-344","SP25","AY25",NA,NA,NA,NA
"3748","SLL-465","SP25","AY25","politics",16,"#00689D",1
"3749","SLL-500","SP25","AY25",NA,NA,NA,NA
"3751","SLL-530","SP25","AY25","monuments",11,"#FD9D24",1
"3751","SLL-530","SP25","AY25","cultural",10,"#DD1367",2
"3750","SLL-546","SP25","AY25",NA,NA,NA,NA
"4120","SMGT-500","SP25","AY25","sustainability",13,"#3F7E44",3
"4120","SMGT-500","SP25","AY25","sustainability",16,"#00689D",3
"4120","SMGT-500","SP25","AY25","sustainability",11,"#FD9D24",3
"4120","SMGT-500","SP25","AY25","advocacy",16,"#00689D",1
"4120","SMGT-500","SP25","AY25","sustainability",9,"#FD6925",3
"4120","SMGT-500","SP25","AY25","sustainability",1,"#E5243B",3
"4120","SMGT-500","SP25","AY25","sustainability",4,"#C5192D",3
"4120","SMGT-500","SP25","AY25","policies",16,"#00689D",1
"4120","SMGT-500","SP25","AY25","sustainability",12,"#BF8B2E",3
"4120","SMGT-500","SP25","AY25","sustainability",2,"#DDA63A",3
"4120","SMGT-500","SP25","AY25","sustainability",15,"#56C02B",3
"4120","SMGT-500","SP25","AY25","advocacy",10,"#DD1367",1
"4120","SMGT-500","SP25","AY25","sustainability",7,"#FCC30B",3
"4120","SMGT-500","SP25","AY25","sustainability",17,"#19486A",3
"4120","SMGT-500","SP25","AY25","sustainability",5,"#FF3A21",3
"4120","SMGT-500","SP25","AY25","sustainability",8,"#A21942",3
"4120","SMGT-500","SP25","AY25","sustainability",3,"#4C9F38",3
"4120","SMGT-500","SP25","AY25","sustainability",6,"#26BDE2",3
"4120","SMGT-500","SP25","AY25","sustainability",10,"#DD1367",3
"4121","SMGT-505","SP25","AY25","united nations",17,"#19486A",1
"4121","SMGT-505","SP25","AY25","esg",16,"#00689D",1
"4121","SMGT-505","SP25","AY25","sustainability",16,"#00689D",1
"4121","SMGT-505","SP25","AY25","sustainability",6,"#26BDE2",1
"4121","SMGT-505","SP25","AY25","sustainability",10,"#DD1367",1
"4121","SMGT-505","SP25","AY25","sustainability",11,"#FD9D24",1
"4121","SMGT-505","SP25","AY25","sustainability",3,"#4C9F38",1
"4121","SMGT-505","SP25","AY25","sdgs",17,"#19486A",1
"4121","SMGT-505","SP25","AY25","sustainable development",16,"#00689D",1
"4121","SMGT-505","SP25","AY25","sustainability",13,"#3F7E44",1
"4121","SMGT-505","SP25","AY25","sustainability",15,"#56C02B",1
"4121","SMGT-505","SP25","AY25","sustainability",7,"#FCC30B",1
"4121","SMGT-505","SP25","AY25","sustainability",4,"#C5192D",1
"4121","SMGT-505","SP25","AY25","sustainable development",11,"#FD9D24",1
"4121","SMGT-505","SP25","AY25","sustainability",5,"#FF3A21",1
"4121","SMGT-505","SP25","AY25","sustainability",9,"#FD6925",1
"4121","SMGT-505","SP25","AY25","esg",17,"#19486A",1
"4121","SMGT-505","SP25","AY25","sustainability",12,"#BF8B2E",1
"4121","SMGT-505","SP25","AY25","sustainable development goals",17,"#19486A",1
"4121","SMGT-505","SP25","AY25","united nations",16,"#00689D",1
"4121","SMGT-505","SP25","AY25","sustainability",17,"#19486A",1
"4121","SMGT-505","SP25","AY25","sustainability",2,"#DDA63A",1
"4121","SMGT-505","SP25","AY25","sustainability",1,"#E5243B",1
"4121","SMGT-505","SP25","AY25","sustainability",8,"#A21942",1
"4122","SMGT-510","SP25","AY25","sustainability",9,"#FD6925",1
"4122","SMGT-510","SP25","AY25","sustainability",15,"#56C02B",1
"4122","SMGT-510","SP25","AY25","sustainability",12,"#BF8B2E",1
"4122","SMGT-510","SP25","AY25","sustainability",8,"#A21942",1
"4122","SMGT-510","SP25","AY25","sustainability",1,"#E5243B",1
"4122","SMGT-510","SP25","AY25","sustainability",17,"#19486A",1
"4122","SMGT-510","SP25","AY25","sustainability",4,"#C5192D",1
"4122","SMGT-510","SP25","AY25","sustainability",5,"#FF3A21",1
"4122","SMGT-510","SP25","AY25","sustainability",13,"#3F7E44",1
"4122","SMGT-510","SP25","AY25","sustainability",10,"#DD1367",1
"4122","SMGT-510","SP25","AY25","sustainability",2,"#DDA63A",1
"4122","SMGT-510","SP25","AY25","sustainability",16,"#00689D",1
"4122","SMGT-510","SP25","AY25","sustainability",3,"#4C9F38",1
"4122","SMGT-510","SP25","AY25","sustainability",6,"#26BDE2",1
"4122","SMGT-510","SP25","AY25","sustainability",11,"#FD9D24",1
"4122","SMGT-510","SP25","AY25","sustainability",7,"#FCC30B",1
"4123","SMGT-515","SP25","AY25","sustainability",11,"#FD9D24",2
"4123","SMGT-515","SP25","AY25","sustainability",4,"#C5192D",2
"4123","SMGT-515","SP25","AY25","sustainability",9,"#FD6925",2
"4123","SMGT-515","SP25","AY25","sustainability",17,"#19486A",2
"4123","SMGT-515","SP25","AY25","sustainability",8,"#A21942",2
"4123","SMGT-515","SP25","AY25","sustainability",12,"#BF8B2E",2
"4123","SMGT-515","SP25","AY25","sustainability",10,"#DD1367",2
"4123","SMGT-515","SP25","AY25","sustainability",2,"#DDA63A",2
"4123","SMGT-515","SP25","AY25","sustainability",6,"#26BDE2",2
"4123","SMGT-515","SP25","AY25","sustainability",16,"#00689D",2
"4123","SMGT-515","SP25","AY25","sustainability",5,"#FF3A21",2
"4123","SMGT-515","SP25","AY25","sustainability",13,"#3F7E44",2
"4123","SMGT-515","SP25","AY25","sustainability",7,"#FCC30B",2
"4123","SMGT-515","SP25","AY25","sustainability",3,"#4C9F38",2
"4123","SMGT-515","SP25","AY25","sustainability",15,"#56C02B",2
"4123","SMGT-515","SP25","AY25","sustainability",1,"#E5243B",2
"4124","SMGT-520","SP25","AY25",NA,NA,NA,NA
"4125","SMGT-525","SP25","AY25","circular economy",12,"#BF8B2E",2
"4125","SMGT-525","SP25","AY25","sustainable design",9,"#FD6925",2
"4125","SMGT-525","SP25","AY25","sustainable design",11,"#FD9D24",2
"4125","SMGT-525","SP25","AY25","reduce waste",12,"#BF8B2E",1
"4125","SMGT-525","SP25","AY25","environmental impacts",12,"#BF8B2E",1
"4126","SMGT-530","SP25","AY25","investment",8,"#A21942",1
"4126","SMGT-530","SP25","AY25","companies",8,"#A21942",1
"4126","SMGT-530","SP25","AY25","finance",8,"#A21942",2
"4126","SMGT-530","SP25","AY25","investors",8,"#A21942",1
"4126","SMGT-530","SP25","AY25","investment",1,"#E5243B",1
"4127","SMGT-535","SP25","AY25","climate change",13,"#3F7E44",1
"4127","SMGT-535","SP25","AY25","climate science",13,"#3F7E44",1
"4127","SMGT-535","SP25","AY25","changing climate",13,"#3F7E44",1
"4128","SMGT-550","SP25","AY25","sustainability",15,"#56C02B",2
"4128","SMGT-550","SP25","AY25","sustainability",17,"#19486A",2
"4128","SMGT-550","SP25","AY25","sustainability",13,"#3F7E44",2
"4128","SMGT-550","SP25","AY25","sustainability",9,"#FD6925",2
"4128","SMGT-550","SP25","AY25","sustainability",12,"#BF8B2E",2
"4128","SMGT-550","SP25","AY25","sustainability",6,"#26BDE2",2
"4128","SMGT-550","SP25","AY25","sustainability",8,"#A21942",2
"4128","SMGT-550","SP25","AY25","sustainability",3,"#4C9F38",2
"4128","SMGT-550","SP25","AY25","sustainability",11,"#FD9D24",2
"4128","SMGT-550","SP25","AY25","sustainability",10,"#DD1367",2
"4128","SMGT-550","SP25","AY25","sustainability",7,"#FCC30B",2
"4128","SMGT-550","SP25","AY25","sustainability",4,"#C5192D",2
"4128","SMGT-550","SP25","AY25","sustainability",1,"#E5243B",2
"4128","SMGT-550","SP25","AY25","sustainability",16,"#00689D",2
"4128","SMGT-550","SP25","AY25","sustainability",5,"#FF3A21",2
"4128","SMGT-550","SP25","AY25","sustainability",2,"#DDA63A",2
"3785","SOCI-155","SP25","AY25","social integration",10,"#DD1367",1
"3785","SOCI-155","SP25","AY25","migration",10,"#DD1367",1
"3785","SOCI-155","SP25","AY25","immigrant",10,"#DD1367",4
"3785","SOCI-155","SP25","AY25","immigrants",10,"#DD1367",1
"3786","SOCI-169","SP25","AY25","crisis",16,"#00689D",1
"3786","SOCI-169","SP25","AY25","cultural",10,"#DD1367",1
"3789","SOCI-200","SP25","AY25","social institutions",1,"#E5243B",1
"3788","SOCI-210","SP25","AY25",NA,NA,NA,NA
"3787","SOCI-215","SP25","AY25","investment",8,"#A21942",1
"3787","SOCI-215","SP25","AY25","investment",1,"#E5243B",1
"3800","SOCI-235","SP25","AY25","law",16,"#00689D",1
"3800","SOCI-235","SP25","AY25","policies",16,"#00689D",1
"3800","SOCI-235","SP25","AY25","migration",10,"#DD1367",2
"3800","SOCI-235","SP25","AY25","migrants",10,"#DD1367",1
"3801","SOCI-242","SP25","AY25","wellness",3,"#4C9F38",1
"3801","SOCI-242","SP25","AY25","disease",3,"#4C9F38",1
"3790","SOCI-250","SP25","AY25","grassroots",16,"#00689D",2
"3797","SOCI-270","SP25","AY25",NA,NA,NA,NA
"3792","SOCI-313","SP25","AY25",NA,NA,NA,NA
"3793","SOCI-314","SP25","AY25",NA,NA,NA,NA
"3791","SOCI-325","SP25","AY25",NA,NA,NA,NA
"3794","SOCI-353","SP25","AY25","cultural",10,"#DD1367",2
"3794","SOCI-353","SP25","AY25","political",16,"#00689D",1
"3794","SOCI-353","SP25","AY25","crime",16,"#00689D",3
"3795","SOCI-360","SP25","AY25","inequality",5,"#FF3A21",1
"3795","SOCI-360","SP25","AY25","status and power",1,"#E5243B",1
"3795","SOCI-360","SP25","AY25","american class structure",1,"#E5243B",1
"3795","SOCI-360","SP25","AY25","inequality",10,"#DD1367",1
"3795","SOCI-360","SP25","AY25","wealth",1,"#E5243B",1
"3795","SOCI-360","SP25","AY25","upward mobility",1,"#E5243B",1
"3796","SOCI-369","SP25","AY25","economic changes",1,"#E5243B",1
"3796","SOCI-369","SP25","AY25","family in transition",1,"#E5243B",1
"3796","SOCI-369","SP25","AY25","crises",16,"#00689D",1
"3796","SOCI-369","SP25","AY25","death",16,"#00689D",1
"3796","SOCI-369","SP25","AY25","family reorganization",1,"#E5243B",1
"3796","SOCI-369","SP25","AY25","family patterns",1,"#E5243B",1
"3796","SOCI-369","SP25","AY25","family unity",1,"#E5243B",1
"3799","SOCI-440","SP25","AY25","environmental crisis",11,"#FD9D24",1
"3799","SOCI-440","SP25","AY25","politics",16,"#00689D",1
"3799","SOCI-440","SP25","AY25","crisis",16,"#00689D",1
"3799","SOCI-440","SP25","AY25","environmental crisis",15,"#56C02B",1
"3802","SOCI-450","SP25","AY25","profits",8,"#A21942",1
"3802","SOCI-450","SP25","AY25","governmental",16,"#00689D",2
"3803","SOCI-460","SP25","AY25","migration",10,"#DD1367",3
"3803","SOCI-460","SP25","AY25","immigration",10,"#DD1367",1
"3798","SOCI-475","SP25","AY25","cultural",10,"#DD1367",1
"3798","SOCI-475","SP25","AY25","medical",3,"#4C9F38",1
"3798","SOCI-475","SP25","AY25","disease",3,"#4C9F38",1
"3798","SOCI-475","SP25","AY25","health care",3,"#4C9F38",2
"3807","SOCI-511","SP25","AY25","war",16,"#00689D",1
"3804","SOCI-520","SP25","AY25","ethics",10,"#DD1367",1
"3808","SOCI-621","SP25","AY25",NA,NA,NA,NA
"3805","SOCI-642","SP25","AY25","ethnicity",10,"#DD1367",1
"3805","SOCI-642","SP25","AY25","violence",16,"#00689D",1
"3805","SOCI-642","SP25","AY25","social change",16,"#00689D",1
"3805","SOCI-642","SP25","AY25","race",10,"#DD1367",1
"3805","SOCI-642","SP25","AY25","sex and gender",5,"#FF3A21",1
"3805","SOCI-642","SP25","AY25","social change",10,"#DD1367",1
"3805","SOCI-642","SP25","AY25","sexuality",10,"#DD1367",1
"3805","SOCI-642","SP25","AY25","sexuality",5,"#FF3A21",1
"3805","SOCI-642","SP25","AY25","social class",1,"#E5243B",1
"3810","SOCI-656","SP25","AY25",NA,NA,NA,NA
"3806","SOCI-675","SP25","AY25","immigration",10,"#DD1367",2
"3806","SOCI-675","SP25","AY25","migration",10,"#DD1367",3
"3806","SOCI-675","SP25","AY25","globalization",8,"#A21942",1
"3806","SOCI-675","SP25","AY25","citizenship",10,"#DD1367",1
"3806","SOCI-675","SP25","AY25","immigrant",10,"#DD1367",1
"3806","SOCI-675","SP25","AY25","labor",8,"#A21942",1
"3809","SOCI-680","SP25","AY25",NA,NA,NA,NA
"3768","SOWK-200","SP25","AY25","inequality",10,"#DD1367",2
"3768","SOWK-200","SP25","AY25","political",16,"#00689D",1
"3768","SOWK-200","SP25","AY25","inequality",5,"#FF3A21",2
"3768","SOWK-200","SP25","AY25","policy",16,"#00689D",2
"3769","SOWK-324","SP25","AY25","justice",16,"#00689D",2
"3767","SOWK-350","SP25","AY25","policies",16,"#00689D",1
"3756","SOWK-506","SP25","AY25",NA,NA,NA,NA
"3771","SOWK-510","SP25","AY25","social work",11,"#FD9D24",2
"3771","SOWK-510","SP25","AY25","wellness",3,"#4C9F38",1
"3781","SOWK-511","SP25","AY25","social work",11,"#FD9D24",2
"4062","SOWK-523","SP25","AY25","justice",16,"#00689D",1
"4062","SOWK-523","SP25","AY25","social justice",10,"#DD1367",1
"4062","SOWK-523","SP25","AY25","social justice",1,"#E5243B",1
"4062","SOWK-523","SP25","AY25","social work",11,"#FD9D24",2
"3759","SOWK-525","SP25","AY25","social justice",1,"#E5243B",1
"3759","SOWK-525","SP25","AY25","social work",11,"#FD9D24",2
"3759","SOWK-525","SP25","AY25","social justice",10,"#DD1367",1
"3759","SOWK-525","SP25","AY25","justice",16,"#00689D",1
"3758","SOWK-536","SP25","AY25","advocacy",10,"#DD1367",1
"3758","SOWK-536","SP25","AY25","social work",11,"#FD9D24",2
"3758","SOWK-536","SP25","AY25","workers",8,"#A21942",1
"3758","SOWK-536","SP25","AY25","policy",16,"#00689D",2
"3758","SOWK-536","SP25","AY25","advocacy",16,"#00689D",1
"3761","SOWK-546","SP25","AY25","social work",11,"#FD9D24",3
"4063","SOWK-591","SP25","AY25","education",4,"#C5192D",1
"3760","SOWK-593","SP25","AY25","education",4,"#C5192D",1
"3784","SOWK-600","SP25","AY25","veterans",10,"#DD1367",2
"3784","SOWK-600","SP25","AY25","policy",16,"#00689D",1
"4064","SOWK-608","SP25","AY25","social work",11,"#FD9D24",2
"3757","SOWK-609","SP25","AY25","social work",11,"#FD9D24",1
"3757","SOWK-609","SP25","AY25","schools",4,"#C5192D",2
"3774","SOWK-612","SP25","AY25","diagnosis",3,"#4C9F38",2
"3774","SOWK-612","SP25","AY25","mental disorders",3,"#4C9F38",2
"3773","SOWK-614","SP25","AY25","policies",16,"#00689D",1
"3773","SOWK-614","SP25","AY25","school",4,"#C5192D",2
"3773","SOWK-614","SP25","AY25","social work",11,"#FD9D24",2
"4068","SOWK-615","SP25","AY25","crisis",16,"#00689D",2
"4068","SOWK-615","SP25","AY25","mental health",3,"#4C9F38",1
"4068","SOWK-615","SP25","AY25","therapy",3,"#4C9F38",2
"4069","SOWK-617","SP25","AY25","addictive disorders",3,"#4C9F38",2
"4069","SOWK-617","SP25","AY25","vulnerable individuals",10,"#DD1367",1
"4069","SOWK-617","SP25","AY25","vulnerable individuals",1,"#E5243B",1
"3764","SOWK-627","SP25","AY25","social work",11,"#FD9D24",1
"3764","SOWK-627","SP25","AY25","policy",16,"#00689D",2
"3770","SOWK-630","SP25","AY25","social work",11,"#FD9D24",1
"3770","SOWK-630","SP25","AY25","social justice",1,"#E5243B",2
"3770","SOWK-630","SP25","AY25","social justice",10,"#DD1367",2
"3770","SOWK-630","SP25","AY25","justice",16,"#00689D",2
"3770","SOWK-630","SP25","AY25","biases",10,"#DD1367",1
"3770","SOWK-630","SP25","AY25","intercultural",10,"#DD1367",2
"4066","SOWK-633","SP25","AY25","clinical",3,"#4C9F38",1
"4066","SOWK-633","SP25","AY25","social work",11,"#FD9D24",1
"4065","SOWK-639","SP25","AY25","policy",16,"#00689D",1
"4065","SOWK-639","SP25","AY25","social change",10,"#DD1367",1
"4065","SOWK-639","SP25","AY25","advocacy",10,"#DD1367",1
"4065","SOWK-639","SP25","AY25","advocacy",16,"#00689D",1
